measure_id,oid,measure_name,value,value_label,measure_date,device_name,event_id,event_variable,event_operator,event_reference_value
192443319,0,networkAvailability,1.0,1,2024-07-02 00:05:14,Lammia - Capital - Elenos,94016,rfEfficiency,lower,50.0
192443320,1.3.6.1.4.1.31946.4.2.6.10.60.0,generalStatus.0,4.0,4,2024-07-02 00:05:14,Lammia - Capital - Elenos,94016,rfEfficiency,lower,50.0
192443321,1.3.6.1.4.1.31946.4.2.6.10.5.0,plus5v.0,4.94,4.94,2024-07-02 00:05:14,Lammia - Capital - Elenos,94016,rfEfficiency,lower,50.0
192443322,1.3.6.1.4.1.31946.4.2.6.10.6.0,plus12v.0,13.04,13.04,2024-07-02 00:05:14,Lammia - Capital - Elenos,94016,rfEfficiency,lower,50.0
192443323,1.3.6.1.4.1.31946.4.2.6.10.7.0,minus12.0,12.32,12.32,2024-07-02 00:05:14,Lammia - Capital - Elenos,94016,rfEfficiency,lower,50.0
192443324,1.3.6.1.4.1.31946.4.2.6.10.9.0,psuVoltage.0,29.6,29.6,2024-07-02 00:05:14,Lammia - Capital - Elenos,94016,rfEfficiency,lower,50.0
192443325,1.3.6.1.4.1.31946.4.2.6.10.10.0,psuCurrent.0,92.2,92.2,2024-07-02 00:05:14,Lammia - Capital - Elenos,94016,rfEfficiency,lower,50.0
192443326,1.3.6.1.4.1.31946.4.2.6.10.13.0,standbyStatus.0,1.0,1,2024-07-02 00:05:14,Lammia - Capital - Elenos,94016,rfEfficiency,lower,50.0
192443327,1.3.6.1.4.1.31946.4.2.6.10.14.0,txFrequency.0,89.1,89.1,2024-07-02 00:05:14,Lammia - Capital - Elenos,94016,rfEfficiency,lower,50.0
192443644,0,networkAvailability,1.0,1,2024-07-02 00:05:22,Lammia - Capital - Elenos,94016,rfEfficiency,lower,50.0
192443843,0,networkAvailability,1.0,1,2024-07-02 00:05:30,Lammia - Capital - Elenos,94016,rfEfficiency,lower,50.0
192443980,0,networkAvailability,1.0,1,2024-07-02 00:05:35,Lammia - Capital - Elenos,94016,rfEfficiency,lower,50.0
192443981,1.3.6.1.4.1.31946.4.2.6.1.0,alarmResetCommand.0,1.0,1,2024-07-02 00:05:35,Lammia - Capital - Elenos,94016,rfEfficiency,lower,50.0
192443982,1.3.6.1.4.1.31946.4.2.6.4.0,maxTargetPower.0,3600.0,3600,2024-07-02 00:05:35,Lammia - Capital - Elenos,94016,rfEfficiency,lower,50.0
192443983,1.3.6.1.4.1.31946.4.2.6.10.49.0,maxTemperature.0,49.7,49.7,2024-07-02 00:05:35,Lammia - Capital - Elenos,94016,rfEfficiency,lower,50.0
192443984,1.3.6.1.4.1.31946.4.2.6.10.4.0,local.0,1.0,1,2024-07-02 00:05:35,Lammia - Capital - Elenos,94016,rfEfficiency,lower,50.0
192443985,1.3.6.1.4.1.31946.4.2.6.10.45.0,environmentalTemp.0,30.5,30.5,2024-07-02 00:05:35,Lammia - Capital - Elenos,94016,rfEfficiency,lower,50.0
192443986,1.3.6.1.4.1.31946.4.2.6.10.15.0,txMpxPeak.0,70.7,70.7,2024-07-02 00:05:35,Lammia - Capital - Elenos,94016,rfEfficiency,lower,50.0
192443987,1.3.6.1.4.1.31946.4.2.6.10.8.0,rfEfficiency.0,75.2,75.2,2024-07-02 00:05:35,Lammia - Capital - Elenos,94016,rfEfficiency,lower,50.0
192443988,1.3.6.1.4.1.31946.4.2.6.10.2.0,reflectedPower.0,79.0,79,2024-07-02 00:05:35,Lammia - Capital - Elenos,94016,rfEfficiency,lower,50.0
192443989,1.3.6.1.4.1.31946.4.2.6.10.12.0,onAirStatus.0,2.0,on_air (2),2024-07-02 00:05:35,Lammia - Capital - Elenos,94016,rfEfficiency,lower,50.0
192443990,1.3.6.1.4.1.31946.4.2.6.10.1.0,forwardPower.0,1995.0,1995.0,2024-07-02 00:05:35,Lammia - Capital - Elenos,94016,rfEfficiency,lower,50.0
192450460,0,networkAvailability,1.0,1,2024-07-02 00:11:06,Lammia - Capital - Elenos,94016,rfEfficiency,lower,50.0
192450461,1.3.6.1.4.1.31946.4.2.6.10.60.0,generalStatus.0,4.0,4,2024-07-02 00:11:06,Lammia - Capital - Elenos,94016,rfEfficiency,lower,50.0
192450462,1.3.6.1.4.1.31946.4.2.6.10.5.0,plus5v.0,4.94,4.94,2024-07-02 00:11:06,Lammia - Capital - Elenos,94016,rfEfficiency,lower,50.0
192450463,1.3.6.1.4.1.31946.4.2.6.10.6.0,plus12v.0,13.04,13.04,2024-07-02 00:11:06,Lammia - Capital - Elenos,94016,rfEfficiency,lower,50.0
192450464,1.3.6.1.4.1.31946.4.2.6.10.7.0,minus12.0,12.32,12.32,2024-07-02 00:11:06,Lammia - Capital - Elenos,94016,rfEfficiency,lower,50.0
192450465,1.3.6.1.4.1.31946.4.2.6.10.9.0,psuVoltage.0,29.6,29.6,2024-07-02 00:11:06,Lammia - Capital - Elenos,94016,rfEfficiency,lower,50.0
192450466,1.3.6.1.4.1.31946.4.2.6.10.10.0,psuCurrent.0,92.0,92.0,2024-07-02 00:11:06,Lammia - Capital - Elenos,94016,rfEfficiency,lower,50.0
