measure_id,oid,measure_name,value,value_label,measure_date,device_name,event_id,event_variable,event_operator,event_reference_value
279544157,0,networkAvailability,1.0,1,2024-08-26 00:01:27,Padula - M2O - Elenos,104597,txMpxPeak,lower,10.0
279544158,1.3.6.1.4.1.31946.4.2.6.10.60.0,generalStatus.0,2.0,2,2024-08-26 00:01:27,Padula - M2O - Elenos,104597,txMpxPeak,lower,10.0
279544159,1.3.6.1.4.1.31946.4.2.6.10.5.0,plus5v.0,5.05,5.05,2024-08-26 00:01:27,Padula - M2O - Elenos,104597,txMpxPeak,lower,10.0
279544160,1.3.6.1.4.1.31946.4.2.6.10.6.0,plus12v.0,11.52,11.52,2024-08-26 00:01:27,Padula - M2O - Elenos,104597,txMpxPeak,lower,10.0
279544161,1.3.6.1.4.1.31946.4.2.6.10.7.0,minus12.0,12.16,12.16,2024-08-26 00:01:27,Padula - M2O - Elenos,104597,txMpxPeak,lower,10.0
279544162,1.3.6.1.4.1.31946.4.2.6.10.9.0,psuVoltage.0,32.1,32.1,2024-08-26 00:01:27,Padula - M2O - Elenos,104597,txMpxPeak,lower,10.0
279544163,1.3.6.1.4.1.31946.4.2.6.10.10.0,psuCurrent.0,36.1,36.1,2024-08-26 00:01:27,Padula - M2O - Elenos,104597,txMpxPeak,lower,10.0
279544164,1.3.6.1.4.1.31946.4.2.6.10.13.0,standbyStatus.0,1.0,1,2024-08-26 00:01:27,Padula - M2O - Elenos,104597,txMpxPeak,lower,10.0
279544165,1.3.6.1.4.1.31946.4.2.6.10.14.0,txFrequency.0,96.4,96.4,2024-08-26 00:01:27,Padula - M2O - Elenos,104597,txMpxPeak,lower,10.0
279544476,0,networkAvailability,1.0,1,2024-08-26 00:01:37,Padula - M2O - Elenos,104597,txMpxPeak,lower,10.0
279544582,0,networkAvailability,1.0,1,2024-08-26 00:01:42,Padula - M2O - Elenos,104597,txMpxPeak,lower,10.0
279544701,0,networkAvailability,1.0,1,2024-08-26 00:01:46,Padula - M2O - Elenos,104597,txMpxPeak,lower,10.0
279544702,1.3.6.1.4.1.31946.4.2.6.1.0,alarmResetCommand.0,1.0,1,2024-08-26 00:01:46,Padula - M2O - Elenos,104597,txMpxPeak,lower,10.0
279544703,1.3.6.1.4.1.31946.4.2.6.4.0,maxTargetPower.0,2200.0,2200,2024-08-26 00:01:46,Padula - M2O - Elenos,104597,txMpxPeak,lower,10.0
279544704,1.3.6.1.4.1.31946.4.2.6.10.49.0,maxTemperature.0,40.4,40.4,2024-08-26 00:01:46,Padula - M2O - Elenos,104597,txMpxPeak,lower,10.0
279544705,1.3.6.1.4.1.31946.4.2.6.10.4.0,local.0,1.0,1,2024-08-26 00:01:46,Padula - M2O - Elenos,104597,txMpxPeak,lower,10.0
