measure_id,oid,measure_name,value,value_label,measure_date,device_name,event_id,event_variable,event_operator,event_reference_value
277831004,0,networkAvailability,1.0,1,2024-08-25 00:00:26,Vesuvio - M2O - Elenos,104384,rfEfficiency,lower,50.0
277831329,0,networkAvailability,1.0,1,2024-08-25 00:00:36,Vesuvio - M2O - Elenos,104384,rfEfficiency,lower,50.0
277831330,1.3.6.1.4.1.31946.4.6.30.10.60.0,generalStatus.0,3.0,3,2024-08-25 00:00:36,Vesuvio - M2O - Elenos,104384,rfEfficiency,lower,50.0
277831331,1.3.6.1.4.1.31946.4.6.30.10.4.0,local.0,1.0,1,2024-08-25 00:00:36,Vesuvio - M2O - Elenos,104384,rfEfficiency,lower,50.0
277831332,1.3.6.1.4.1.31946.4.6.30.5.0,targetPowerSetting.0,14500.0,14500,2024-08-25 00:00:36,Vesuvio - M2O - Elenos,104384,rfEfficiency,lower,50.0
277831333,1.3.6.1.4.1.31946.4.6.30.8.0,txFrequency.0,98.3,98.3,2024-08-25 00:00:36,Vesuvio - M2O - Elenos,104384,rfEfficiency,lower,50.0
277831334,1.3.6.1.4.1.31946.4.6.30.10.6.0,plus12v.0,11.81,11.81,2024-08-25 00:00:36,Vesuvio - M2O - Elenos,104384,rfEfficiency,lower,50.0
277831335,1.3.6.1.4.1.31946.4.6.30.10.13.0,standbyStatus.0,1.0,active (1),2024-08-25 00:00:36,Vesuvio - M2O - Elenos,104384,rfEfficiency,lower,50.0
277831489,0,networkAvailability,1.0,1,2024-08-25 00:00:43,Vesuvio - M2O - Elenos,104384,rfEfficiency,lower,50.0
277831490,1.3.6.1.4.1.31946.4.6.30.10.19.0,rfIdsTotal.0,19.5,19.5,2024-08-25 00:00:43,Vesuvio - M2O - Elenos,104384,rfEfficiency,lower,50.0
277831491,1.3.6.1.4.1.31946.4.6.30.10.35.0,exchangeCmd.0,0.0,0,2024-08-25 00:00:43,Vesuvio - M2O - Elenos,104384,rfEfficiency,lower,50.0
277831492,1.3.6.1.4.1.31946.4.6.30.10.36.0,automaticDualDrive.0,1.0,1,2024-08-25 00:00:43,Vesuvio - M2O - Elenos,104384,rfEfficiency,lower,50.0
277831493,1.3.6.1.4.1.31946.4.6.30.10.37.0,rfDcPower.0,6076.0,6076,2024-08-25 00:00:43,Vesuvio - M2O - Elenos,104384,rfEfficiency,lower,50.0
277831494,1.3.6.1.4.1.31946.4.6.30.10.38.0,envExtTemperature.0,32.1,32.1,2024-08-25 00:00:43,Vesuvio - M2O - Elenos,104384,rfEfficiency,lower,50.0
277831495,1.3.6.1.4.1.31946.4.6.30.10.3.0,dummyLoadMaxTemperature.0,49.2,49.2,2024-08-25 00:00:43,Vesuvio - M2O - Elenos,104384,rfEfficiency,lower,50.0
277831496,1.3.6.1.4.1.31946.4.6.30.10.100.0,amplifiersNumber.0,3.0,3,2024-08-25 00:00:43,Vesuvio - M2O - Elenos,104384,rfEfficiency,lower,50.0
277831497,1.3.6.1.4.1.31946.4.6.30.10.101.1.2.0,ampForwardPwr.0,0.0,0,2024-08-25 00:00:43,Vesuvio - M2O - Elenos,104384,rfEfficiency,lower,50.0
277831498,1.3.6.1.4.1.31946.4.6.30.10.39.0,dummyLoadTemp.0,49.2,49.2,2024-08-25 00:00:43,Vesuvio - M2O - Elenos,104384,rfEfficiency,lower,50.0
277831499,1.3.6.1.4.1.31946.4.6.30.10.8.0,rfEfficiency.0,52.8,52.8,2024-08-25 00:00:43,Vesuvio - M2O - Elenos,104384,rfEfficiency,lower,50.0
277831500,1.3.6.1.4.1.31946.4.6.30.10.1.0,forwardPower.0,3212.0,3212.0,2024-08-25 00:00:43,Vesuvio - M2O - Elenos,104384,rfEfficiency,lower,50.0
277831501,1.3.6.1.4.1.31946.4.6.30.10.55.0,faultLedStatus.0,1.0,1,2024-08-25 00:00:43,Vesuvio - M2O - Elenos,104384,rfEfficiency,lower,50.0
277831502,1.3.6.1.4.1.31946.4.6.30.10.12.0,onAirStatus.0,2.0,2,2024-08-25 00:00:43,Vesuvio - M2O - Elenos,104384,rfEfficiency,lower,50.0
277831503,1.3.6.1.4.1.31946.4.6.30.10.2.0,reflectedPower.0,0.0,0.0,2024-08-25 00:00:43,Vesuvio - M2O - Elenos,104384,rfEfficiency,lower,50.0
277838213,0,networkAvailability,1.0,1,2024-08-25 00:06:16,Vesuvio - M2O - Elenos,104384,rfEfficiency,lower,50.0
277838653,0,networkAvailability,1.0,1,2024-08-25 00:06:27,Vesuvio - M2O - Elenos,104384,rfEfficiency,lower,50.0
277838654,1.3.6.1.4.1.31946.4.6.30.10.60.0,generalStatus.0,3.0,3,2024-08-25 00:06:27,Vesuvio - M2O - Elenos,104384,rfEfficiency,lower,50.0
277838655,1.3.6.1.4.1.31946.4.6.30.10.4.0,local.0,1.0,1,2024-08-25 00:06:27,Vesuvio - M2O - Elenos,104384,rfEfficiency,lower,50.0
277838656,1.3.6.1.4.1.31946.4.6.30.5.0,targetPowerSetting.0,14500.0,14500,2024-08-25 00:06:27,Vesuvio - M2O - Elenos,104384,rfEfficiency,lower,50.0
277838657,1.3.6.1.4.1.31946.4.6.30.8.0,txFrequency.0,98.3,98.3,2024-08-25 00:06:27,Vesuvio - M2O - Elenos,104384,rfEfficiency,lower,50.0
277838658,1.3.6.1.4.1.31946.4.6.30.10.6.0,plus12v.0,11.83,11.83,2024-08-25 00:06:27,Vesuvio - M2O - Elenos,104384,rfEfficiency,lower,50.0
277838659,1.3.6.1.4.1.31946.4.6.30.10.13.0,standbyStatus.0,1.0,active (1),2024-08-25 00:06:27,Vesuvio - M2O - Elenos,104384,rfEfficiency,lower,50.0
277838848,1.3.6.1.4.1.31946.4.6.30.10.101.1.2.0,ampForwardPwr.0,0.0,0,2024-08-25 00:06:35,Vesuvio - M2O - Elenos,104384,rfEfficiency,lower,50.0
277838849,1.3.6.1.4.1.31946.4.6.30.10.39.0,dummyLoadTemp.0,52.1,52.1,2024-08-25 00:06:35,Vesuvio - M2O - Elenos,104384,rfEfficiency,lower,50.0
277838850,1.3.6.1.4.1.31946.4.6.30.10.8.0,rfEfficiency.0,52.8,52.8,2024-08-25 00:06:35,Vesuvio - M2O - Elenos,104384,rfEfficiency,lower,50.0
277838851,1.3.6.1.4.1.31946.4.6.30.10.1.0,forwardPower.0,3212.0,3212.0,2024-08-25 00:06:35,Vesuvio - M2O - Elenos,104384,rfEfficiency,lower,50.0
277838852,1.3.6.1.4.1.31946.4.6.30.10.55.0,faultLedStatus.0,1.0,1,2024-08-25 00:06:35,Vesuvio - M2O - Elenos,104384,rfEfficiency,lower,50.0
277838853,1.3.6.1.4.1.31946.4.6.30.10.12.0,onAirStatus.0,2.0,2,2024-08-25 00:06:35,Vesuvio - M2O - Elenos,104384,rfEfficiency,lower,50.0
277838854,1.3.6.1.4.1.31946.4.6.30.10.2.0,reflectedPower.0,0.0,0.0,2024-08-25 00:06:35,Vesuvio - M2O - Elenos,104384,rfEfficiency,lower,50.0
277838840,0,networkAvailability,1.0,1,2024-08-25 00:06:35,Vesuvio - M2O - Elenos,104384,rfEfficiency,lower,50.0
277838841,1.3.6.1.4.1.31946.4.6.30.10.19.0,rfIdsTotal.0,19.5,19.5,2024-08-25 00:06:35,Vesuvio - M2O - Elenos,104384,rfEfficiency,lower,50.0
277838842,1.3.6.1.4.1.31946.4.6.30.10.35.0,exchangeCmd.0,0.0,0,2024-08-25 00:06:35,Vesuvio - M2O - Elenos,104384,rfEfficiency,lower,50.0
277838843,1.3.6.1.4.1.31946.4.6.30.10.36.0,automaticDualDrive.0,1.0,1,2024-08-25 00:06:35,Vesuvio - M2O - Elenos,104384,rfEfficiency,lower,50.0
277838844,1.3.6.1.4.1.31946.4.6.30.10.37.0,rfDcPower.0,6080.0,6080,2024-08-25 00:06:35,Vesuvio - M2O - Elenos,104384,rfEfficiency,lower,50.0
277838845,1.3.6.1.4.1.31946.4.6.30.10.38.0,envExtTemperature.0,33.9,33.9,2024-08-25 00:06:35,Vesuvio - M2O - Elenos,104384,rfEfficiency,lower,50.0
277838846,1.3.6.1.4.1.31946.4.6.30.10.3.0,dummyLoadMaxTemperature.0,52.1,52.1,2024-08-25 00:06:35,Vesuvio - M2O - Elenos,104384,rfEfficiency,lower,50.0
277838847,1.3.6.1.4.1.31946.4.6.30.10.100.0,amplifiersNumber.0,3.0,3,2024-08-25 00:06:35,Vesuvio - M2O - Elenos,104384,rfEfficiency,lower,50.0
277845579,0,networkAvailability,1.0,1,2024-08-25 00:12:07,Vesuvio - M2O - Elenos,104384,rfEfficiency,lower,50.0
277845917,0,networkAvailability,1.0,1,2024-08-25 00:12:27,Vesuvio - M2O - Elenos,104384,rfEfficiency,lower,50.0
277845918,1.3.6.1.4.1.31946.4.6.30.10.60.0,generalStatus.0,3.0,3,2024-08-25 00:12:27,Vesuvio - M2O - Elenos,104384,rfEfficiency,lower,50.0
277845919,1.3.6.1.4.1.31946.4.6.30.10.4.0,local.0,1.0,1,2024-08-25 00:12:27,Vesuvio - M2O - Elenos,104384,rfEfficiency,lower,50.0
277845920,1.3.6.1.4.1.31946.4.6.30.5.0,targetPowerSetting.0,14500.0,14500,2024-08-25 00:12:27,Vesuvio - M2O - Elenos,104384,rfEfficiency,lower,50.0
277845921,1.3.6.1.4.1.31946.4.6.30.8.0,txFrequency.0,98.3,98.3,2024-08-25 00:12:27,Vesuvio - M2O - Elenos,104384,rfEfficiency,lower,50.0
277845922,1.3.6.1.4.1.31946.4.6.30.10.6.0,plus12v.0,11.83,11.83,2024-08-25 00:12:27,Vesuvio - M2O - Elenos,104384,rfEfficiency,lower,50.0
277845923,1.3.6.1.4.1.31946.4.6.30.10.13.0,standbyStatus.0,1.0,active (1),2024-08-25 00:12:27,Vesuvio - M2O - Elenos,104384,rfEfficiency,lower,50.0
277846157,0,networkAvailability,1.0,1,2024-08-25 00:12:44,Vesuvio - M2O - Elenos,104384,rfEfficiency,lower,50.0
277846158,1.3.6.1.4.1.31946.4.6.30.10.19.0,rfIdsTotal.0,19.5,19.5,2024-08-25 00:12:44,Vesuvio - M2O - Elenos,104384,rfEfficiency,lower,50.0
277846159,1.3.6.1.4.1.31946.4.6.30.10.35.0,exchangeCmd.0,0.0,0,2024-08-25 00:12:44,Vesuvio - M2O - Elenos,104384,rfEfficiency,lower,50.0
277846160,1.3.6.1.4.1.31946.4.6.30.10.36.0,automaticDualDrive.0,1.0,1,2024-08-25 00:12:44,Vesuvio - M2O - Elenos,104384,rfEfficiency,lower,50.0
277846161,1.3.6.1.4.1.31946.4.6.30.10.37.0,rfDcPower.0,6076.0,6076,2024-08-25 00:12:44,Vesuvio - M2O - Elenos,104384,rfEfficiency,lower,50.0
277846162,1.3.6.1.4.1.31946.4.6.30.10.38.0,envExtTemperature.0,34.6,34.6,2024-08-25 00:12:44,Vesuvio - M2O - Elenos,104384,rfEfficiency,lower,50.0
277846163,1.3.6.1.4.1.31946.4.6.30.10.3.0,dummyLoadMaxTemperature.0,54.3,54.3,2024-08-25 00:12:44,Vesuvio - M2O - Elenos,104384,rfEfficiency,lower,50.0
277846164,1.3.6.1.4.1.31946.4.6.30.10.100.0,amplifiersNumber.0,3.0,3,2024-08-25 00:12:44,Vesuvio - M2O - Elenos,104384,rfEfficiency,lower,50.0
277846165,1.3.6.1.4.1.31946.4.6.30.10.101.1.2.0,ampForwardPwr.0,0.0,0,2024-08-25 00:12:44,Vesuvio - M2O - Elenos,104384,rfEfficiency,lower,50.0
277846166,1.3.6.1.4.1.31946.4.6.30.10.39.0,dummyLoadTemp.0,54.3,54.3,2024-08-25 00:12:44,Vesuvio - M2O - Elenos,104384,rfEfficiency,lower,50.0
277846167,1.3.6.1.4.1.31946.4.6.30.10.8.0,rfEfficiency.0,52.8,52.8,2024-08-25 00:12:44,Vesuvio - M2O - Elenos,104384,rfEfficiency,lower,50.0
277846168,1.3.6.1.4.1.31946.4.6.30.10.1.0,forwardPower.0,3212.0,3212.0,2024-08-25 00:12:44,Vesuvio - M2O - Elenos,104384,rfEfficiency,lower,50.0
277846169,1.3.6.1.4.1.31946.4.6.30.10.55.0,faultLedStatus.0,1.0,1,2024-08-25 00:12:44,Vesuvio - M2O - Elenos,104384,rfEfficiency,lower,50.0
