measure_id,oid,measure_name,value,value_label,measure_date,device_name,event_id,event_variable,event_operator,event_reference_value
213365768,0,networkAvailability,1.0,1,2024-07-15 00:00:09,Camaldolilli - M2O - Elenos,96304,environmentalTemp,higher,40.0
213365769,1.3.6.1.4.1.31946.4.2.6.10.60.0,generalStatus.0,3.0,3,2024-07-15 00:00:09,Camaldolilli - M2O - Elenos,96304,environmentalTemp,higher,40.0
213365770,1.3.6.1.4.1.31946.4.2.6.10.5.0,plus5v.0,5.05,5.05,2024-07-15 00:00:09,Camaldolilli - M2O - Elenos,96304,environmentalTemp,higher,40.0
213365771,1.3.6.1.4.1.31946.4.2.6.10.6.0,plus12v.0,11.52,11.52,2024-07-15 00:00:09,Camaldolilli - M2O - Elenos,96304,environmentalTemp,higher,40.0
213365772,1.3.6.1.4.1.31946.4.2.6.10.7.0,minus12.0,12.16,12.16,2024-07-15 00:00:09,Camaldolilli - M2O - Elenos,96304,environmentalTemp,higher,40.0
213365773,1.3.6.1.4.1.31946.4.2.6.10.9.0,psuVoltage.0,40.4,40.4,2024-07-15 00:00:09,Camaldolilli - M2O - Elenos,96304,environmentalTemp,higher,40.0
213365774,1.3.6.1.4.1.31946.4.2.6.10.10.0,psuCurrent.0,53.9,53.9,2024-07-15 00:00:09,Camaldolilli - M2O - Elenos,96304,environmentalTemp,higher,40.0
213365775,1.3.6.1.4.1.31946.4.2.6.10.13.0,standbyStatus.0,1.0,1,2024-07-15 00:00:09,Camaldolilli - M2O - Elenos,96304,environmentalTemp,higher,40.0
213365776,1.3.6.1.4.1.31946.4.2.6.10.14.0,txFrequency.0,88.0,88.0,2024-07-15 00:00:09,Camaldolilli - M2O - Elenos,96304,environmentalTemp,higher,40.0
213366007,0,networkAvailability,1.0,1,2024-07-15 00:00:16,Camaldolilli - M2O - Elenos,96304,environmentalTemp,higher,40.0
213366258,0,networkAvailability,1.0,1,2024-07-15 00:00:24,Camaldolilli - M2O - Elenos,96304,environmentalTemp,higher,40.0
213366544,0,networkAvailability,1.0,1,2024-07-15 00:00:32,Camaldolilli - M2O - Elenos,96304,environmentalTemp,higher,40.0
213366545,1.3.6.1.4.1.31946.4.2.6.1.0,alarmResetCommand.0,0.0,0,2024-07-15 00:00:32,Camaldolilli - M2O - Elenos,96304,environmentalTemp,higher,40.0
213366546,1.3.6.1.4.1.31946.4.2.6.4.0,maxTargetPower.0,2100.0,2100,2024-07-15 00:00:32,Camaldolilli - M2O - Elenos,96304,environmentalTemp,higher,40.0
213366547,1.3.6.1.4.1.31946.4.2.6.10.49.0,maxTemperature.0,52.2,52.2,2024-07-15 00:00:32,Camaldolilli - M2O - Elenos,96304,environmentalTemp,higher,40.0
213366548,1.3.6.1.4.1.31946.4.2.6.10.4.0,local.0,1.0,1,2024-07-15 00:00:32,Camaldolilli - M2O - Elenos,96304,environmentalTemp,higher,40.0
213366549,1.3.6.1.4.1.31946.4.2.6.10.45.0,environmentalTemp.0,35.0,35.0,2024-07-15 00:00:32,Camaldolilli - M2O - Elenos,96304,environmentalTemp,higher,40.0
213366550,1.3.6.1.4.1.31946.4.2.6.10.15.0,txMpxPeak.0,79.5,79.5,2024-07-15 00:00:32,Camaldolilli - M2O - Elenos,96304,environmentalTemp,higher,40.0
213366551,1.3.6.1.4.1.31946.4.2.6.10.8.0,rfEfficiency.0,84.7,84.7,2024-07-15 00:00:32,Camaldolilli - M2O - Elenos,96304,environmentalTemp,higher,40.0
213366552,1.3.6.1.4.1.31946.4.2.6.10.2.0,reflectedPower.0,63.0,63,2024-07-15 00:00:32,Camaldolilli - M2O - Elenos,96304,environmentalTemp,higher,40.0
213366553,1.3.6.1.4.1.31946.4.2.6.10.12.0,onAirStatus.0,2.0,on_air (2),2024-07-15 00:00:32,Camaldolilli - M2O - Elenos,96304,environmentalTemp,higher,40.0
213366554,1.3.6.1.4.1.31946.4.2.6.10.1.0,forwardPower.0,1800.0,1800.0,2024-07-15 00:00:32,Camaldolilli - M2O - Elenos,96304,environmentalTemp,higher,40.0
213372831,0,networkAvailability,1.0,1,2024-07-15 00:06:45,Camaldolilli - M2O - Elenos,96304,environmentalTemp,higher,40.0
213372832,1.3.6.1.4.1.31946.4.2.6.10.60.0,generalStatus.0,3.0,3,2024-07-15 00:06:45,Camaldolilli - M2O - Elenos,96304,environmentalTemp,higher,40.0
213372833,1.3.6.1.4.1.31946.4.2.6.10.5.0,plus5v.0,5.05,5.05,2024-07-15 00:06:45,Camaldolilli - M2O - Elenos,96304,environmentalTemp,higher,40.0
213372834,1.3.6.1.4.1.31946.4.2.6.10.6.0,plus12v.0,11.52,11.52,2024-07-15 00:06:45,Camaldolilli - M2O - Elenos,96304,environmentalTemp,higher,40.0
213372835,1.3.6.1.4.1.31946.4.2.6.10.7.0,minus12.0,12.16,12.16,2024-07-15 00:06:45,Camaldolilli - M2O - Elenos,96304,environmentalTemp,higher,40.0
213372836,1.3.6.1.4.1.31946.4.2.6.10.9.0,psuVoltage.0,40.4,40.4,2024-07-15 00:06:45,Camaldolilli - M2O - Elenos,96304,environmentalTemp,higher,40.0
213372837,1.3.6.1.4.1.31946.4.2.6.10.10.0,psuCurrent.0,53.9,53.9,2024-07-15 00:06:45,Camaldolilli - M2O - Elenos,96304,environmentalTemp,higher,40.0
213372838,1.3.6.1.4.1.31946.4.2.6.10.13.0,standbyStatus.0,1.0,1,2024-07-15 00:06:45,Camaldolilli - M2O - Elenos,96304,environmentalTemp,higher,40.0
