id_device,status,anomaly_probability
560,Potential failure imminent,0.999982604182205
226,Potential failure imminent,0.9999558071483776
560,Potential failure imminent,0.9999904943440023
226,Potential failure imminent,0.9999840963685604
560,Potential failure imminent,0.9999903751347128
560,Potential failure imminent,0.9998697949438675
560,Potential failure imminent,0.9999903751347128
560,Potential failure imminent,0.9999903751347128
344,Potential failure imminent,0.9990653113151853
560,Potential failure imminent,0.9999889210828812
560,Potential failure imminent,0.9999884698510013
560,Potential failure imminent,0.9999867817307739
560,Potential failure imminent,0.9999891595014603
560,Potential failure imminent,0.9999852353324017
560,Potential failure imminent,0.9999876353859745
560,Potential failure imminent,0.9999903751347128
560,Potential failure imminent,0.9999890273750929
560,Potential failure imminent,0.9999866407110608
560,Potential failure imminent,0.9999878616555558
371,Potential failure imminent,0.9999904347393576
226,Potential failure imminent,0.9999890998968155
560,Potential failure imminent,0.9999865215017713
560,Potential failure imminent,0.9999891595014603
179,Potential failure imminent,0.9999893850029615
371,Potential failure imminent,0.9999894446076063
560,Potential failure imminent,0.9999901367161337
446,Potential failure imminent,0.9999870805778848
226,Potential failure imminent,0.999989265793672
560,Potential failure imminent,0.9999900771114889
560,Potential failure imminent,0.9999883026736373
226,Potential failure imminent,0.9999765159176704
560,Potential failure imminent,0.9999826704715886
560,Potential failure imminent,0.9999891465843824
560,Potential failure imminent,0.9999855757853431
560,Potential failure imminent,0.999989265793672
560,Potential failure imminent,0.9999901652978038
560,Potential failure imminent,0.999989265793672
226,Potential failure imminent,0.9999904347393576
560,Potential failure imminent,0.9999863426878369
560,Potential failure imminent,0.9999894446076063
560,Potential failure imminent,0.999990315530068
560,Potential failure imminent,0.999986401319841
226,Potential failure imminent,0.9999879808648453
560,Potential failure imminent,0.999986063756136
560,Potential failure imminent,0.9999904347393576
226,Potential failure imminent,0.9999506291336868
560,Potential failure imminent,0.9999873848183976
446,Potential failure imminent,0.9999574240631912
560,Potential failure imminent,0.9999798031456792
560,Potential failure imminent,0.9999872062176696
560,Potential failure imminent,0.999985337366764
560,Potential failure imminent,0.9999904347393576
446,Potential failure imminent,0.999984932982682
560,Potential failure imminent,0.9999901367161337
560,Potential failure imminent,0.9999862830831922
560,Potential failure imminent,0.9999840053350848
560,Potential failure imminent,0.999989265793672
560,Potential failure imminent,0.9999900771114889
226,Potential failure imminent,0.9999891465843824
560,Potential failure imminent,0.9999890273750929
560,Potential failure imminent,0.9999852777621192
560,Potential failure imminent,0.9999875468430093
560,Potential failure imminent,0.9999879808648453
371,Potential failure imminent,0.9999837391974142
560,Potential failure imminent,0.9999885586687983
560,Potential failure imminent,0.999986599763641
560,Potential failure imminent,0.9999855161806983
179,Potential failure imminent,0.9999538997997448
560,Potential failure imminent,0.9999882820525532
226,Potential failure imminent,0.9997849705759991
560,Potential failure imminent,0.9999872488197854
560,Potential failure imminent,0.9999847019595662
560,Potential failure imminent,0.9999831200095506
560,Potential failure imminent,0.999988980687526
560,Potential failure imminent,0.9999903751347128
560,Potential failure imminent,0.9999873439829563
560,Potential failure imminent,0.999984269111595
560,Potential failure imminent,0.9999879930138431
560,Potential failure imminent,0.9999874276337197
560,Potential failure imminent,0.9999888485611585
560,Potential failure imminent,0.9999867599203504
560,Potential failure imminent,0.9999794952023144
560,Potential failure imminent,0.9999890998968155
560,Potential failure imminent,0.9999792070992315
194,Potential failure imminent,0.9999793826153083
269,Potential failure imminent,0.9999879122085619
560,Potential failure imminent,0.9999899579021994
560,Potential failure imminent,0.9999894446076063
560,Potential failure imminent,0.9999853331284048
226,Potential failure imminent,0.9999478953668879
560,Potential failure imminent,0.999980476729387
560,Potential failure imminent,0.9999904943440023
560,Potential failure imminent,0.9999877246510944
560,Potential failure imminent,0.9999867589477096
560,Potential failure imminent,0.9999892787107498
560,Potential failure imminent,0.9999902559254232
226,Potential failure imminent,0.9999889081658033
371,Potential failure imminent,0.9999867309105741
560,Potential failure imminent,0.9999893850029615
560,Potential failure imminent,0.9999858609089575
560,Potential failure imminent,0.999988980687526
560,Potential failure imminent,0.9999793358606992
560,Potential failure imminent,0.9999758368507766
269,Potential failure imminent,0.9999879361898454
560,Potential failure imminent,0.9999865815475006
560,Potential failure imminent,0.9999888018735916
560,Potential failure imminent,0.9999891465843824
560,Potential failure imminent,0.9999880404694901
560,Potential failure imminent,0.9999869971658002
560,Potential failure imminent,0.9995887420913574
560,Potential failure imminent,0.9999901963207785
371,Potential failure imminent,0.9999888614782364
560,Potential failure imminent,0.9999884394595088
560,Potential failure imminent,0.9999883506417118
560,Potential failure imminent,0.9999855371376181
226,Potential failure imminent,0.9999862315164867
560,Potential failure imminent,0.9999881122231327
560,Potential failure imminent,0.99998527352376
560,Potential failure imminent,0.9999855898549638
194,Potential failure imminent,0.9999898283507063
560,Potential failure imminent,0.9999860648964392
560,Potential failure imminent,0.9999868195249951
560,Potential failure imminent,0.9999877736814197
560,Potential failure imminent,0.9999885690233776
560,Potential failure imminent,0.9999858817765261
560,Potential failure imminent,0.9999883306047985
560,Potential failure imminent,0.9999724952415461
560,Potential failure imminent,0.9999879732698655
560,Potential failure imminent,0.9999885294556461
560,Potential failure imminent,0.9999888614782364
560,Potential failure imminent,0.9999867003157056
560,Potential failure imminent,0.9999893253983168
560,Potential failure imminent,0.999989219106105
194,Potential failure imminent,0.9999891720780981
428,Potential failure imminent,0.9999903751347128
179,Potential failure imminent,0.9999873980387671
371,Potential failure imminent,0.9999792667038763
560,Potential failure imminent,0.9999881000741349
226,Potential failure imminent,0.9999904045201017
344,Potential failure imminent,0.9999738879111832
560,Potential failure imminent,0.9999867003157056
560,Potential failure imminent,0.9999886286280224
560,Potential failure imminent,0.9999865401589962
560,Potential failure imminent,0.9999869815459661
574,Potential failure imminent,0.9999866407110608
560,Potential failure imminent,0.9999884102463565
194,Potential failure imminent,0.999988231526239
560,Potential failure imminent,0.9999874631922459
560,Potential failure imminent,0.999990315530068
560,Potential failure imminent,0.9999888262922185
269,Potential failure imminent,0.9999834634186688
560,Potential failure imminent,0.9999803395874822
560,Potential failure imminent,0.9999889210828812
226,Potential failure imminent,0.9999875948674853
560,Potential failure imminent,0.9999674675921533
560,Potential failure imminent,0.9999865401589962
560,Potential failure imminent,0.9999781385271356
226,Potential failure imminent,0.9999903441117381
560,Potential failure imminent,0.9999864022924817
226,Potential failure imminent,0.9999890869797377
560,Potential failure imminent,0.9999419526351747
560,Potential failure imminent,0.9999885505379347
194,Potential failure imminent,0.999971337028175
560,Potential failure imminent,0.9999904347393576
560,Potential failure imminent,0.9999805889649842
560,Potential failure imminent,0.9999828113351298
560,Potential failure imminent,0.9999852139191152
560,Potential failure imminent,0.9999861825311276
560,Potential failure imminent,0.9999121676280165
226,Potential failure imminent,0.9999867785775753
560,Potential failure imminent,0.9999889677704481
560,Potential failure imminent,0.999989265793672
371,Potential failure imminent,0.9999845807753704
560,Potential failure imminent,0.9999868791296399
560,Potential failure imminent,0.999989265793672
560,Potential failure imminent,0.9999892346672117
560,Potential failure imminent,0.9999877140767749
560,Potential failure imminent,0.9999904943440023
560,Potential failure imminent,0.999990315530068
560,Potential failure imminent,0.9999850650723061
344,Potential failure imminent,0.9999410537015418
226,Potential failure imminent,0.9999892942718565
560,Potential failure imminent,0.9999873801038377
226,Potential failure imminent,0.9999240809201375
