id_device,status,anomaly_probability
560,Potential failure imminent,0.9999908181488116
226,Potential failure imminent,0.9999770210921655
560,Potential failure imminent,0.9999971467903674
226,Potential failure imminent,0.9999962496003749
560,Potential failure imminent,0.9999986231427482
560,Potential failure imminent,0.9999611312943799
560,Potential failure imminent,0.9999989375197298
560,Potential failure imminent,0.9999988633537917
344,Potential failure imminent,0.998300354268088
560,Potential failure imminent,0.9999980076935138
560,Potential failure imminent,0.9999972417381857
560,Potential failure imminent,0.9999983159620172
560,Potential failure imminent,0.9999984581615378
560,Potential failure imminent,0.9999907377235346
560,Potential failure imminent,0.9999966305672824
560,Potential failure imminent,0.9999979689351595
560,Potential failure imminent,0.9999974328795456
560,Potential failure imminent,0.9999968867176259
560,Potential failure imminent,0.9999967980457005
371,Potential failure imminent,0.9999983834686141
226,Potential failure imminent,0.999997803719783
560,Potential failure imminent,0.9999963702363479
560,Potential failure imminent,0.9999989253883445
179,Potential failure imminent,0.9999989361620507
371,Potential failure imminent,0.9999984716664927
560,Potential failure imminent,0.9999987554807923
446,Potential failure imminent,0.9999942353865006
226,Potential failure imminent,0.9999982553350184
560,Potential failure imminent,0.9999957297099669
560,Potential failure imminent,0.9999969011406971
226,Potential failure imminent,0.9999934784830526
560,Potential failure imminent,0.9999901761442714
560,Potential failure imminent,0.9999982679927369
560,Potential failure imminent,0.9999967155316709
560,Potential failure imminent,0.9999980438272857
560,Potential failure imminent,0.9999978494109696
560,Potential failure imminent,0.9999982885594083
226,Potential failure imminent,0.9999981706321724
560,Potential failure imminent,0.9999977689023711
560,Potential failure imminent,0.9999984093183503
560,Potential failure imminent,0.9999981539845337
560,Potential failure imminent,0.9999975675427939
226,Potential failure imminent,0.9999965767351281
560,Potential failure imminent,0.9999934894061897
560,Potential failure imminent,0.9999980285398042
226,Potential failure imminent,0.999981400784159
560,Potential failure imminent,0.9999958813843426
446,Potential failure imminent,0.9999879875893766
560,Potential failure imminent,0.9999929407358847
560,Potential failure imminent,0.9999952926482067
560,Potential failure imminent,0.9999962183626994
560,Potential failure imminent,0.9999982989224446
446,Potential failure imminent,0.9999964504347474
560,Potential failure imminent,0.9999970904149655
560,Potential failure imminent,0.9999966447661883
560,Potential failure imminent,0.9999825501629859
560,Potential failure imminent,0.9999984144447346
560,Potential failure imminent,0.9999969002274235
226,Potential failure imminent,0.9999985942479572
560,Potential failure imminent,0.9999984859617339
560,Potential failure imminent,0.9999960447629027
560,Potential failure imminent,0.9999987280502252
560,Potential failure imminent,0.9999971409118067
371,Potential failure imminent,0.9999944428264844
560,Potential failure imminent,0.9999956785894522
560,Potential failure imminent,0.9999979393508178
560,Potential failure imminent,0.9999966559270261
179,Potential failure imminent,0.9999867269597602
560,Potential failure imminent,0.9999944576331292
226,Potential failure imminent,0.9999057082827402
560,Potential failure imminent,0.9999977213395103
560,Potential failure imminent,0.9999958940091473
560,Potential failure imminent,0.9999953600516374
560,Potential failure imminent,0.9999982391902471
560,Potential failure imminent,0.9999981539845337
560,Potential failure imminent,0.9999960442906495
560,Potential failure imminent,0.9999843996784004
560,Potential failure imminent,0.9999969664807187
560,Potential failure imminent,0.9999971998764902
560,Potential failure imminent,0.9999967640385075
560,Potential failure imminent,0.9999980562073716
560,Potential failure imminent,0.999996434723688
560,Potential failure imminent,0.9999978457923531
560,Potential failure imminent,0.9999903455278816
194,Potential failure imminent,0.9999901799651713
269,Potential failure imminent,0.9999965032277242
560,Potential failure imminent,0.999995362100524
560,Potential failure imminent,0.9999981757896346
560,Potential failure imminent,0.9999958678794219
226,Potential failure imminent,0.999977590535151
560,Potential failure imminent,0.9999902552476182
560,Potential failure imminent,0.999998088144449
560,Potential failure imminent,0.999997283851771
560,Potential failure imminent,0.9999967982247416
560,Potential failure imminent,0.9999982985311245
560,Potential failure imminent,0.9999980930161827
226,Potential failure imminent,0.9999979415385057
371,Potential failure imminent,0.9999971806289076
560,Potential failure imminent,0.9999982108552797
560,Potential failure imminent,0.9999936847606412
560,Potential failure imminent,0.9999982363346196
560,Potential failure imminent,0.9999895241906744
560,Potential failure imminent,0.999992880702981
269,Potential failure imminent,0.9999962608735589
560,Potential failure imminent,0.9999959669491381
560,Potential failure imminent,0.9999966846763733
560,Potential failure imminent,0.9999981945017511
560,Potential failure imminent,0.9999977084703802
560,Potential failure imminent,0.999997333411315
560,Potential failure imminent,0.9981724387177004
560,Potential failure imminent,0.999997803569306
371,Potential failure imminent,0.9999981356042006
560,Potential failure imminent,0.9999972307325686
560,Potential failure imminent,0.9999975537615979
560,Potential failure imminent,0.99999645861767
226,Potential failure imminent,0.9999954781935603
560,Potential failure imminent,0.9999982913281292
560,Potential failure imminent,0.9999971702139361
560,Potential failure imminent,0.9999962171753833
194,Potential failure imminent,0.9999973411616287
560,Potential failure imminent,0.9999974381443666
560,Potential failure imminent,0.9999981349206593
560,Potential failure imminent,0.9999973946352767
560,Potential failure imminent,0.9999937675781757
560,Potential failure imminent,0.9999966862290973
560,Potential failure imminent,0.9999983358247493
560,Potential failure imminent,0.9999759881005938
560,Potential failure imminent,0.9999978111941148
560,Potential failure imminent,0.9999971130588521
560,Potential failure imminent,0.9999981269028033
560,Potential failure imminent,0.9999979093498088
560,Potential failure imminent,0.999998147278435
560,Potential failure imminent,0.999997501010947
194,Potential failure imminent,0.9999972296292172
428,Potential failure imminent,0.9999976442584725
179,Potential failure imminent,0.9999900297781986
371,Potential failure imminent,0.999989123853129
560,Potential failure imminent,0.9999974784159127
226,Potential failure imminent,0.9999973887417622
344,Potential failure imminent,0.999989449107526
560,Potential failure imminent,0.9999959123042901
560,Potential failure imminent,0.9999977673839947
560,Potential failure imminent,0.9999963986038143
560,Potential failure imminent,0.9999974353481755
574,Potential failure imminent,0.9999965093516708
560,Potential failure imminent,0.9999971436529941
194,Potential failure imminent,0.9999956479379277
560,Potential failure imminent,0.9999937082729331
560,Potential failure imminent,0.999997123992983
560,Potential failure imminent,0.9999976700161868
269,Potential failure imminent,0.9999938244355611
560,Potential failure imminent,0.9999958222013245
560,Potential failure imminent,0.99999811712533
226,Potential failure imminent,0.9999950136442076
560,Potential failure imminent,0.9999921945463452
560,Potential failure imminent,0.999998082552448
560,Potential failure imminent,0.999987073734985
226,Potential failure imminent,0.9999976567865434
560,Potential failure imminent,0.9999903674661204
226,Potential failure imminent,0.9999979946148714
560,Potential failure imminent,0.9999248833499799
560,Potential failure imminent,0.9999974713150501
194,Potential failure imminent,0.9999483893969747
560,Potential failure imminent,0.9999970430358319
560,Potential failure imminent,0.9999886931350979
560,Potential failure imminent,0.9999856075889296
560,Potential failure imminent,0.9999969130481325
560,Potential failure imminent,0.999995951689949
560,Potential failure imminent,0.999933380759199
226,Potential failure imminent,0.9999966843962478
560,Potential failure imminent,0.999997440456352
560,Potential failure imminent,0.9999980806454688
371,Potential failure imminent,0.9999980270885578
560,Potential failure imminent,0.999996479382545
560,Potential failure imminent,0.9999975448969376
560,Potential failure imminent,0.9999977567962729
560,Potential failure imminent,0.999996522375352
560,Potential failure imminent,0.9999982508650688
560,Potential failure imminent,0.999998191260424
560,Potential failure imminent,0.9999966694234272
344,Potential failure imminent,0.9999605206414726
226,Potential failure imminent,0.9999981861863736
560,Potential failure imminent,0.9999928957860502
226,Potential failure imminent,0.9999265171712156
194,Potential failure imminent,0.9997303652292298
560,Potential failure imminent,0.9999947720342003
560,Potential failure imminent,0.9999967828764222
560,Potential failure imminent,0.9999968290918375
226,Potential failure imminent,0.9999975619370226
226,Potential failure imminent,0.9999981349496387
560,Potential failure imminent,0.999997937779489
560,Potential failure imminent,0.9999981965536178
344,Potential failure imminent,0.9999978232110229
560,Potential failure imminent,0.9999960382254467
226,Potential failure imminent,0.9999978709489217
560,Potential failure imminent,0.9980483382126526
560,Potential failure imminent,0.9999981331433614
560,Potential failure imminent,0.9999912494408152
560,Potential failure imminent,0.9999970037523569
560,Potential failure imminent,0.9999985319449991
560,Potential failure imminent,0.9999971607998024
560,Potential failure imminent,0.9992220116869258
560,Potential failure imminent,0.9999972271847923
560,Potential failure imminent,0.9999938074146684
560,Potential failure imminent,0.9999984567844504
226,Potential failure imminent,0.9999979901230889
560,Potential failure imminent,0.9999968931060894
560,Potential failure imminent,0.9999981037057291
344,Potential failure imminent,0.999997895109954
560,Potential failure imminent,0.9999972262782095
560,Potential failure imminent,0.9999969183773375
560,Potential failure imminent,0.9999914379085999
226,Potential failure imminent,0.9999968420254699
560,Potential failure imminent,0.9999954898774943
560,Potential failure imminent,0.9999979980597381
226,Potential failure imminent,0.9999964609584352
560,Potential failure imminent,0.9999960162656112
560,Potential failure imminent,0.9999926982387639
560,Potential failure imminent,0.999995180757185
371,Potential failure imminent,0.9999983018418219
560,Potential failure imminent,0.9999986623314485
560,Potential failure imminent,0.9999966472755873
226,Potential failure imminent,0.9999528975936296
560,Potential failure imminent,0.9999927982123333
560,Potential failure imminent,0.9999310727288473
179,Potential failure imminent,0.9999980822861388
226,Potential failure imminent,0.9999977747906271
179,Potential failure imminent,0.9999961490531663
560,Potential failure imminent,0.9999967954455031
560,Potential failure imminent,0.9999969946254462
560,Potential failure imminent,0.9999977906925932
560,Potential failure imminent,0.9999938936751621
560,Potential failure imminent,0.9999921249064749
226,Potential failure imminent,0.9999984037212715
560,Potential failure imminent,0.999998290472547
428,Potential failure imminent,0.9999972457175861
560,Potential failure imminent,0.9999840476758162
560,Potential failure imminent,0.9999967369705474
560,Potential failure imminent,0.9999980116258957
560,Potential failure imminent,0.9999942640395456
560,Potential failure imminent,0.9999961903436851
560,Potential failure imminent,0.9999841821757063
560,Potential failure imminent,0.9999923535087005
226,Potential failure imminent,0.9999975964624352
371,Potential failure imminent,0.9999977125678736
560,Potential failure imminent,0.9999988606794685
560,Potential failure imminent,0.9999949815307017
560,Potential failure imminent,0.9999969173877036
560,Potential failure imminent,0.999997299749503
179,Potential failure imminent,0.9999982387109583
179,Potential failure imminent,0.9999979882939973
344,Potential failure imminent,0.9999959241991789
560,Potential failure imminent,0.9999949064113173
371,Potential failure imminent,0.9999978792680008
560,Potential failure imminent,0.9999929617578898
560,Potential failure imminent,0.999978550677996
560,Potential failure imminent,0.9999968753337183
574,Potential failure imminent,0.999998089484759
560,Potential failure imminent,0.9999971875151186
560,Potential failure imminent,0.9999980799917558
560,Potential failure imminent,0.9999974651953901
560,Potential failure imminent,0.999997734002789
560,Potential failure imminent,0.9999978701771379
194,Potential failure imminent,0.9999875726603542
194,Potential failure imminent,0.9998862121161314
560,Potential failure imminent,0.9999979782124644
226,Potential failure imminent,0.9999983319727702
560,Potential failure imminent,0.9999984957480821
560,Potential failure imminent,0.9999974307409795
179,Potential failure imminent,0.9999905145066668
560,Potential failure imminent,0.9999961812561607
560,Potential failure imminent,0.9999976243872977
344,Potential failure imminent,0.9999848140058976
560,Potential failure imminent,0.9999971509824901
560,Potential failure imminent,0.9999966256753725
560,Potential failure imminent,0.9999961007679574
560,Potential failure imminent,0.9999960382254467
446,Potential failure imminent,0.9999563854954598
560,Potential failure imminent,0.9999983147570355
371,Potential failure imminent,0.9999966958030844
560,Potential failure imminent,0.9999964404481071
560,Potential failure imminent,0.9999988628989929
446,Potential failure imminent,0.9999400943958769
428,Potential failure imminent,0.9999980304309952
226,Potential failure imminent,0.9999961986683503
560,Potential failure imminent,0.9999969011740752
560,Potential failure imminent,0.9999968230016459
560,Potential failure imminent,0.9999982265350187
560,Potential failure imminent,0.999991341562192
560,Potential failure imminent,0.9999971763722701
179,Potential failure imminent,0.9999840804139466
560,Potential failure imminent,0.9999954191201743
179,Potential failure imminent,0.9999932907089086
344,Potential failure imminent,0.9999969497803518
560,Potential failure imminent,0.9999979527057596
226,Potential failure imminent,0.9999967304983381
560,Potential failure imminent,0.9999975358307929
560,Potential failure imminent,0.9999915364165106
560,Potential failure imminent,0.9999910819614468
560,Potential failure imminent,0.9999980991065369
560,Potential failure imminent,0.9999981886315721
