measure_id,oid,measure_name,value,value_label,measure_date,device_name,event_id,event_variable,event_operator,event_reference_value
233653557,0,networkAvailability,1.0,1,2024-07-28 00:02:25,Faito Funivia - Club91 - Elenos,98578,local,not equal,1.0
233653558,1.3.6.1.4.1.31946.4.2.6.10.5.0,plus5v.0,5.08,5.08,2024-07-28 00:02:25,Faito Funivia - Club91 - Elenos,98578,local,not equal,1.0
233653559,1.3.6.1.4.1.31946.4.2.6.10.6.0,plus12v.0,11.98,11.98,2024-07-28 00:02:25,Faito Funivia - Club91 - Elenos,98578,local,not equal,1.0
233653560,1.3.6.1.4.1.31946.4.2.6.10.7.0,minus12.0,11.49,11.49,2024-07-28 00:02:25,Faito Funivia - Club91 - Elenos,98578,local,not equal,1.0
233653561,1.3.6.1.4.1.31946.4.2.6.10.9.0,psuVoltage.0,30.7,30.7,2024-07-28 00:02:25,Faito Funivia - Club91 - Elenos,98578,local,not equal,1.0
233653562,1.3.6.1.4.1.31946.4.2.6.10.10.0,psuCurrent.0,25.6,25.6,2024-07-28 00:02:25,Faito Funivia - Club91 - Elenos,98578,local,not equal,1.0
233653563,1.3.6.1.4.1.31946.4.2.6.10.13.0,standbyStatus.0,1.0,1,2024-07-28 00:02:25,Faito Funivia - Club91 - Elenos,98578,local,not equal,1.0
233653564,1.3.6.1.4.1.31946.4.2.6.10.14.0,txFrequency.0,93.9,93.9,2024-07-28 00:02:25,Faito Funivia - Club91 - Elenos,98578,local,not equal,1.0
233653764,0,networkAvailability,1.0,1,2024-07-28 00:02:35,Faito Funivia - Club91 - Elenos,98578,local,not equal,1.0
233654005,0,networkAvailability,1.0,1,2024-07-28 00:02:51,Faito Funivia - Club91 - Elenos,98578,local,not equal,1.0
233654138,0,networkAvailability,1.0,1,2024-07-28 00:03:05,Faito Funivia - Club91 - Elenos,98578,local,not equal,1.0
233654139,1.3.6.1.4.1.31946.4.2.6.1.0,alarmResetCommand.0,0.0,0,2024-07-28 00:03:05,Faito Funivia - Club91 - Elenos,98578,local,not equal,1.0
233654140,1.3.6.1.4.1.31946.4.2.6.4.0,maxTargetPower.0,2100.0,2100,2024-07-28 00:03:05,Faito Funivia - Club91 - Elenos,98578,local,not equal,1.0
233654141,1.3.6.1.4.1.31946.4.2.6.10.4.0,local.0,1.0,1,2024-07-28 00:03:05,Faito Funivia - Club91 - Elenos,98578,local,not equal,1.0
233654142,1.3.6.1.4.1.31946.4.2.6.10.45.0,environmentalTemp.0,30.8,30.8,2024-07-28 00:03:05,Faito Funivia - Club91 - Elenos,98578,local,not equal,1.0
233654143,1.3.6.1.4.1.31946.4.2.6.10.15.0,txMpxPeak.0,83.2,83.2,2024-07-28 00:03:05,Faito Funivia - Club91 - Elenos,98578,local,not equal,1.0
233654144,1.3.6.1.4.1.31946.4.2.6.10.8.0,rfEfficiency.0,68.0,68.0,2024-07-28 00:03:05,Faito Funivia - Club91 - Elenos,98578,local,not equal,1.0
233654145,1.3.6.1.4.1.31946.4.2.6.10.2.0,reflectedPower.0,0.0,0,2024-07-28 00:03:05,Faito Funivia - Club91 - Elenos,98578,local,not equal,1.0
233654146,1.3.6.1.4.1.31946.4.2.6.10.12.0,onAirStatus.0,2.0,on_air (2),2024-07-28 00:03:05,Faito Funivia - Club91 - Elenos,98578,local,not equal,1.0
233654147,1.3.6.1.4.1.31946.4.2.6.10.1.0,forwardPower.0,500.0,500.0,2024-07-28 00:03:05,Faito Funivia - Club91 - Elenos,98578,local,not equal,1.0
233660686,0,networkAvailability,1.0,1,2024-07-28 00:09:01,Faito Funivia - Club91 - Elenos,98578,local,not equal,1.0
233660687,1.3.6.1.4.1.31946.4.2.6.10.5.0,plus5v.0,5.08,5.08,2024-07-28 00:09:01,Faito Funivia - Club91 - Elenos,98578,local,not equal,1.0
233660688,1.3.6.1.4.1.31946.4.2.6.10.6.0,plus12v.0,12.0,12.0,2024-07-28 00:09:01,Faito Funivia - Club91 - Elenos,98578,local,not equal,1.0
233660689,1.3.6.1.4.1.31946.4.2.6.10.7.0,minus12.0,11.51,11.51,2024-07-28 00:09:01,Faito Funivia - Club91 - Elenos,98578,local,not equal,1.0
233660690,1.3.6.1.4.1.31946.4.2.6.10.9.0,psuVoltage.0,30.7,30.7,2024-07-28 00:09:01,Faito Funivia - Club91 - Elenos,98578,local,not equal,1.0
233660691,1.3.6.1.4.1.31946.4.2.6.10.10.0,psuCurrent.0,25.5,25.5,2024-07-28 00:09:01,Faito Funivia - Club91 - Elenos,98578,local,not equal,1.0
233660692,1.3.6.1.4.1.31946.4.2.6.10.13.0,standbyStatus.0,1.0,1,2024-07-28 00:09:01,Faito Funivia - Club91 - Elenos,98578,local,not equal,1.0
233660693,1.3.6.1.4.1.31946.4.2.6.10.14.0,txFrequency.0,93.9,93.9,2024-07-28 00:09:01,Faito Funivia - Club91 - Elenos,98578,local,not equal,1.0
233660807,0,networkAvailability,1.0,1,2024-07-28 00:09:14,Faito Funivia - Club91 - Elenos,98578,local,not equal,1.0
233661023,0,networkAvailability,1.0,1,2024-07-28 00:09:30,Faito Funivia - Club91 - Elenos,98578,local,not equal,1.0
233661135,0,networkAvailability,1.0,1,2024-07-28 00:09:38,Faito Funivia - Club91 - Elenos,98578,local,not equal,1.0
233661136,1.3.6.1.4.1.31946.4.2.6.1.0,alarmResetCommand.0,0.0,0,2024-07-28 00:09:38,Faito Funivia - Club91 - Elenos,98578,local,not equal,1.0
233661137,1.3.6.1.4.1.31946.4.2.6.4.0,maxTargetPower.0,2100.0,2100,2024-07-28 00:09:38,Faito Funivia - Club91 - Elenos,98578,local,not equal,1.0
233661138,1.3.6.1.4.1.31946.4.2.6.10.4.0,local.0,1.0,1,2024-07-28 00:09:38,Faito Funivia - Club91 - Elenos,98578,local,not equal,1.0
233661139,1.3.6.1.4.1.31946.4.2.6.10.45.0,environmentalTemp.0,30.8,30.8,2024-07-28 00:09:38,Faito Funivia - Club91 - Elenos,98578,local,not equal,1.0
233661140,1.3.6.1.4.1.31946.4.2.6.10.15.0,txMpxPeak.0,80.4,80.4,2024-07-28 00:09:38,Faito Funivia - Club91 - Elenos,98578,local,not equal,1.0
233661141,1.3.6.1.4.1.31946.4.2.6.10.8.0,rfEfficiency.0,68.1,68.1,2024-07-28 00:09:38,Faito Funivia - Club91 - Elenos,98578,local,not equal,1.0
233661142,1.3.6.1.4.1.31946.4.2.6.10.2.0,reflectedPower.0,0.0,0,2024-07-28 00:09:38,Faito Funivia - Club91 - Elenos,98578,local,not equal,1.0
233661143,1.3.6.1.4.1.31946.4.2.6.10.12.0,onAirStatus.0,2.0,on_air (2),2024-07-28 00:09:38,Faito Funivia - Club91 - Elenos,98578,local,not equal,1.0
233661144,1.3.6.1.4.1.31946.4.2.6.10.1.0,forwardPower.0,500.0,500.0,2024-07-28 00:09:38,Faito Funivia - Club91 - Elenos,98578,local,not equal,1.0
233667879,0,networkAvailability,1.0,1,2024-07-28 00:15:18,Faito Funivia - Club91 - Elenos,98578,local,not equal,1.0
233667880,1.3.6.1.4.1.31946.4.2.6.10.5.0,plus5v.0,5.08,5.08,2024-07-28 00:15:18,Faito Funivia - Club91 - Elenos,98578,local,not equal,1.0
233667881,1.3.6.1.4.1.31946.4.2.6.10.6.0,plus12v.0,12.0,12.0,2024-07-28 00:15:18,Faito Funivia - Club91 - Elenos,98578,local,not equal,1.0
233667882,1.3.6.1.4.1.31946.4.2.6.10.7.0,minus12.0,11.51,11.51,2024-07-28 00:15:18,Faito Funivia - Club91 - Elenos,98578,local,not equal,1.0
233667883,1.3.6.1.4.1.31946.4.2.6.10.9.0,psuVoltage.0,30.6,30.6,2024-07-28 00:15:18,Faito Funivia - Club91 - Elenos,98578,local,not equal,1.0
