measure_id,oid,measure_name,value,value_label,measure_date,device_name,event_id,event_variable,event_operator,event_reference_value
192438584,0,networkAvailability,1.0,1,2024-07-02 00:01:23,Collebellara - R101 - Elenos,94027,txMpxPeak,lower,10.0
192438585,1.3.6.1.4.1.31946.4.2.6.10.60.0,generalStatus.0,4.0,4,2024-07-02 00:01:23,Collebellara - R101 - Elenos,94027,txMpxPeak,lower,10.0
192438586,1.3.6.1.4.1.31946.4.2.6.10.5.0,plus5v.0,5.07,5.07,2024-07-02 00:01:23,Collebellara - R101 - Elenos,94027,txMpxPeak,lower,10.0
192438587,1.3.6.1.4.1.31946.4.2.6.10.6.0,plus12v.0,11.25,11.25,2024-07-02 00:01:23,Collebellara - R101 - Elenos,94027,txMpxPeak,lower,10.0
192438588,1.3.6.1.4.1.31946.4.2.6.10.7.0,minus12.0,12.11,12.11,2024-07-02 00:01:23,Collebellara - R101 - Elenos,94027,txMpxPeak,lower,10.0
192438589,1.3.6.1.4.1.31946.4.2.6.10.9.0,psuVoltage.0,29.8,29.8,2024-07-02 00:01:23,Collebellara - R101 - Elenos,94027,txMpxPeak,lower,10.0
192438590,1.3.6.1.4.1.31946.4.2.6.10.10.0,psuCurrent.0,26.9,26.9,2024-07-02 00:01:23,Collebellara - R101 - Elenos,94027,txMpxPeak,lower,10.0
192438591,1.3.6.1.4.1.31946.4.2.6.10.13.0,standbyStatus.0,1.0,1,2024-07-02 00:01:23,Collebellara - R101 - Elenos,94027,txMpxPeak,lower,10.0
192438592,1.3.6.1.4.1.31946.4.2.6.10.14.0,txFrequency.0,102.3,102.3,2024-07-02 00:01:23,Collebellara - R101 - Elenos,94027,txMpxPeak,lower,10.0
192438871,0,networkAvailability,1.0,1,2024-07-02 00:01:32,Collebellara - R101 - Elenos,94027,txMpxPeak,lower,10.0
192439209,0,networkAvailability,1.0,1,2024-07-02 00:01:41,Collebellara - R101 - Elenos,94027,txMpxPeak,lower,10.0
192439528,0,networkAvailability,1.0,1,2024-07-02 00:01:54,Collebellara - R101 - Elenos,94027,txMpxPeak,lower,10.0
192439529,1.3.6.1.4.1.31946.4.2.6.1.0,alarmResetCommand.0,1.0,1,2024-07-02 00:01:54,Collebellara - R101 - Elenos,94027,txMpxPeak,lower,10.0
192439530,1.3.6.1.4.1.31946.4.2.6.4.0,maxTargetPower.0,2200.0,2200,2024-07-02 00:01:54,Collebellara - R101 - Elenos,94027,txMpxPeak,lower,10.0
192439531,1.3.6.1.4.1.31946.4.2.6.10.49.0,maxTemperature.0,43.2,43.2,2024-07-02 00:01:54,Collebellara - R101 - Elenos,94027,txMpxPeak,lower,10.0
192439532,1.3.6.1.4.1.31946.4.2.6.10.4.0,local.0,1.0,1,2024-07-02 00:01:54,Collebellara - R101 - Elenos,94027,txMpxPeak,lower,10.0
192439533,1.3.6.1.4.1.31946.4.2.6.10.45.0,environmentalTemp.0,30.9,30.9,2024-07-02 00:01:54,Collebellara - R101 - Elenos,94027,txMpxPeak,lower,10.0
192439534,1.3.6.1.4.1.31946.4.2.6.10.15.0,txMpxPeak.0,81.4,81.4,2024-07-02 00:01:54,Collebellara - R101 - Elenos,94027,txMpxPeak,lower,10.0
192439535,1.3.6.1.4.1.31946.4.2.6.10.8.0,rfEfficiency.0,74.6,74.6,2024-07-02 00:01:54,Collebellara - R101 - Elenos,94027,txMpxPeak,lower,10.0
192439536,1.3.6.1.4.1.31946.4.2.6.10.2.0,reflectedPower.0,0.0,0,2024-07-02 00:01:54,Collebellara - R101 - Elenos,94027,txMpxPeak,lower,10.0
192439537,1.3.6.1.4.1.31946.4.2.6.10.12.0,onAirStatus.0,2.0,on_air (2),2024-07-02 00:01:54,Collebellara - R101 - Elenos,94027,txMpxPeak,lower,10.0
192439538,1.3.6.1.4.1.31946.4.2.6.10.1.0,forwardPower.0,540.0,540.0,2024-07-02 00:01:54,Collebellara - R101 - Elenos,94027,txMpxPeak,lower,10.0
192445848,0,networkAvailability,1.0,1,2024-07-02 00:07:24,Collebellara - R101 - Elenos,94027,txMpxPeak,lower,10.0
192445849,1.3.6.1.4.1.31946.4.2.6.10.60.0,generalStatus.0,4.0,4,2024-07-02 00:07:24,Collebellara - R101 - Elenos,94027,txMpxPeak,lower,10.0
192445850,1.3.6.1.4.1.31946.4.2.6.10.5.0,plus5v.0,5.07,5.07,2024-07-02 00:07:24,Collebellara - R101 - Elenos,94027,txMpxPeak,lower,10.0
192445851,1.3.6.1.4.1.31946.4.2.6.10.6.0,plus12v.0,11.25,11.25,2024-07-02 00:07:24,Collebellara - R101 - Elenos,94027,txMpxPeak,lower,10.0
192445852,1.3.6.1.4.1.31946.4.2.6.10.7.0,minus12.0,12.11,12.11,2024-07-02 00:07:24,Collebellara - R101 - Elenos,94027,txMpxPeak,lower,10.0
192445853,1.3.6.1.4.1.31946.4.2.6.10.9.0,psuVoltage.0,29.8,29.8,2024-07-02 00:07:24,Collebellara - R101 - Elenos,94027,txMpxPeak,lower,10.0
192445854,1.3.6.1.4.1.31946.4.2.6.10.10.0,psuCurrent.0,26.9,26.9,2024-07-02 00:07:24,Collebellara - R101 - Elenos,94027,txMpxPeak,lower,10.0
192445855,1.3.6.1.4.1.31946.4.2.6.10.13.0,standbyStatus.0,1.0,1,2024-07-02 00:07:24,Collebellara - R101 - Elenos,94027,txMpxPeak,lower,10.0
192445856,1.3.6.1.4.1.31946.4.2.6.10.14.0,txFrequency.0,102.3,102.3,2024-07-02 00:07:24,Collebellara - R101 - Elenos,94027,txMpxPeak,lower,10.0
192446145,0,networkAvailability,1.0,1,2024-07-02 00:07:31,Collebellara - R101 - Elenos,94027,txMpxPeak,lower,10.0
192446442,0,networkAvailability,1.0,1,2024-07-02 00:07:49,Collebellara - R101 - Elenos,94027,txMpxPeak,lower,10.0
192446690,0,networkAvailability,1.0,1,2024-07-02 00:08:10,Collebellara - R101 - Elenos,94027,txMpxPeak,lower,10.0
192446691,1.3.6.1.4.1.31946.4.2.6.1.0,alarmResetCommand.0,1.0,1,2024-07-02 00:08:10,Collebellara - R101 - Elenos,94027,txMpxPeak,lower,10.0
192446692,1.3.6.1.4.1.31946.4.2.6.4.0,maxTargetPower.0,2200.0,2200,2024-07-02 00:08:10,Collebellara - R101 - Elenos,94027,txMpxPeak,lower,10.0
192446693,1.3.6.1.4.1.31946.4.2.6.10.49.0,maxTemperature.0,43.1,43.1,2024-07-02 00:08:10,Collebellara - R101 - Elenos,94027,txMpxPeak,lower,10.0
192446694,1.3.6.1.4.1.31946.4.2.6.10.4.0,local.0,1.0,1,2024-07-02 00:08:10,Collebellara - R101 - Elenos,94027,txMpxPeak,lower,10.0
192446695,1.3.6.1.4.1.31946.4.2.6.10.45.0,environmentalTemp.0,30.8,30.8,2024-07-02 00:08:10,Collebellara - R101 - Elenos,94027,txMpxPeak,lower,10.0
192446696,1.3.6.1.4.1.31946.4.2.6.10.15.0,txMpxPeak.0,80.4,80.4,2024-07-02 00:08:10,Collebellara - R101 - Elenos,94027,txMpxPeak,lower,10.0
192446697,1.3.6.1.4.1.31946.4.2.6.10.8.0,rfEfficiency.0,76.2,76.2,2024-07-02 00:08:10,Collebellara - R101 - Elenos,94027,txMpxPeak,lower,10.0
192446698,1.3.6.1.4.1.31946.4.2.6.10.2.0,reflectedPower.0,0.0,0,2024-07-02 00:08:10,Collebellara - R101 - Elenos,94027,txMpxPeak,lower,10.0
192446699,1.3.6.1.4.1.31946.4.2.6.10.12.0,onAirStatus.0,2.0,on_air (2),2024-07-02 00:08:10,Collebellara - R101 - Elenos,94027,txMpxPeak,lower,10.0
192446700,1.3.6.1.4.1.31946.4.2.6.10.1.0,forwardPower.0,540.0,540.0,2024-07-02 00:08:10,Collebellara - R101 - Elenos,94027,txMpxPeak,lower,10.0
192453065,0,networkAvailability,1.0,1,2024-07-02 00:13:55,Collebellara - R101 - Elenos,94027,txMpxPeak,lower,10.0
192453066,1.3.6.1.4.1.31946.4.2.6.10.60.0,generalStatus.0,4.0,4,2024-07-02 00:13:55,Collebellara - R101 - Elenos,94027,txMpxPeak,lower,10.0
192453067,1.3.6.1.4.1.31946.4.2.6.10.5.0,plus5v.0,5.07,5.07,2024-07-02 00:13:55,Collebellara - R101 - Elenos,94027,txMpxPeak,lower,10.0
192453068,1.3.6.1.4.1.31946.4.2.6.10.6.0,plus12v.0,11.25,11.25,2024-07-02 00:13:55,Collebellara - R101 - Elenos,94027,txMpxPeak,lower,10.0
