measure_id,oid,measure_name,value,value_label,measure_date,device_name,event_id,event_variable,event_operator,event_reference_value
256157897,0,networkAvailability,1.0,1,2024-08-11 00:03:02,Iaconti - Capital - Elenos,100863,environmentalTemp,higher,40.0
256157898,1.3.6.1.4.1.31946.4.2.6.10.60.0,generalStatus.0,4.0,4,2024-08-11 00:03:02,Iaconti - Capital - Elenos,100863,environmentalTemp,higher,40.0
256157899,1.3.6.1.4.1.31946.4.2.6.10.5.0,plus5v.0,4.94,4.94,2024-08-11 00:03:02,Iaconti - Capital - Elenos,100863,environmentalTemp,higher,40.0
256157900,1.3.6.1.4.1.31946.4.2.6.10.6.0,plus12v.0,12.75,12.75,2024-08-11 00:03:02,Iaconti - Capital - Elenos,100863,environmentalTemp,higher,40.0
256157901,1.3.6.1.4.1.31946.4.2.6.10.7.0,minus12.0,12.22,12.22,2024-08-11 00:03:02,Iaconti - Capital - Elenos,100863,environmentalTemp,higher,40.0
256157902,1.3.6.1.4.1.31946.4.2.6.10.9.0,psuVoltage.0,30.2,30.2,2024-08-11 00:03:02,Iaconti - Capital - Elenos,100863,environmentalTemp,higher,40.0
256157903,1.3.6.1.4.1.31946.4.2.6.10.10.0,psuCurrent.0,63.1,63.1,2024-08-11 00:03:02,Iaconti - Capital - Elenos,100863,environmentalTemp,higher,40.0
256157904,1.3.6.1.4.1.31946.4.2.6.10.13.0,standbyStatus.0,1.0,1,2024-08-11 00:03:02,Iaconti - Capital - Elenos,100863,environmentalTemp,higher,40.0
256157905,1.3.6.1.4.1.31946.4.2.6.10.14.0,txFrequency.0,107.4,107.4,2024-08-11 00:03:02,Iaconti - Capital - Elenos,100863,environmentalTemp,higher,40.0
256158149,0,networkAvailability,1.0,1,2024-08-11 00:03:13,Iaconti - Capital - Elenos,100863,environmentalTemp,higher,40.0
256158340,0,networkAvailability,1.0,1,2024-08-11 00:03:31,Iaconti - Capital - Elenos,100863,environmentalTemp,higher,40.0
256158587,0,networkAvailability,1.0,1,2024-08-11 00:03:51,Iaconti - Capital - Elenos,100863,environmentalTemp,higher,40.0
256158588,1.3.6.1.4.1.31946.4.2.6.1.0,alarmResetCommand.0,1.0,1,2024-08-11 00:03:51,Iaconti - Capital - Elenos,100863,environmentalTemp,higher,40.0
256158589,1.3.6.1.4.1.31946.4.2.6.4.0,maxTargetPower.0,5250.0,5250,2024-08-11 00:03:51,Iaconti - Capital - Elenos,100863,environmentalTemp,higher,40.0
256158590,1.3.6.1.4.1.31946.4.2.6.10.49.0,maxTemperature.0,49.6,49.6,2024-08-11 00:03:51,Iaconti - Capital - Elenos,100863,environmentalTemp,higher,40.0
256158591,1.3.6.1.4.1.31946.4.2.6.10.4.0,local.0,1.0,1,2024-08-11 00:03:51,Iaconti - Capital - Elenos,100863,environmentalTemp,higher,40.0
256158592,1.3.6.1.4.1.31946.4.2.6.10.45.0,environmentalTemp.0,36.0,36.0,2024-08-11 00:03:51,Iaconti - Capital - Elenos,100863,environmentalTemp,higher,40.0
256158593,1.3.6.1.4.1.31946.4.2.6.10.15.0,txMpxPeak.0,73.5,73.5,2024-08-11 00:03:51,Iaconti - Capital - Elenos,100863,environmentalTemp,higher,40.0
256158594,1.3.6.1.4.1.31946.4.2.6.10.8.0,rfEfficiency.0,69.0,69.0,2024-08-11 00:03:51,Iaconti - Capital - Elenos,100863,environmentalTemp,higher,40.0
256158595,1.3.6.1.4.1.31946.4.2.6.10.2.0,reflectedPower.0,0.0,0,2024-08-11 00:03:51,Iaconti - Capital - Elenos,100863,environmentalTemp,higher,40.0
256158596,1.3.6.1.4.1.31946.4.2.6.10.12.0,onAirStatus.0,2.0,on_air (2),2024-08-11 00:03:51,Iaconti - Capital - Elenos,100863,environmentalTemp,higher,40.0
256158597,1.3.6.1.4.1.31946.4.2.6.10.1.0,forwardPower.0,1250.0,1250.0,2024-08-11 00:03:51,Iaconti - Capital - Elenos,100863,environmentalTemp,higher,40.0
