feature_0,feature_1,feature_2,feature_3,feature_4,target
0.5507979025745755,0.7081478226181048,0.2909047389129443,0.510827605197663,0.8929469543476547,0
0.8962930889334381,0.12558531046383625,0.20724287813818676,0.05146720330082988,0.44080984365063647,0
0.029876210878566956,0.4568332243947111,0.6491440476147607,0.2784872826479753,0.6762549019801313,0
0.5908628174163508,0.023981882377165364,0.558854087990882,0.2592524469074654,0.41510119701006964,0
0.28352508177131874,0.6931379183129963,0.4404537176707395,0.15686773847496327,0.5446490180318447,0
0.780314764511367,0.30636353237617975,0.2219578839321814,0.38797125755564876,0.9363836498604304,0
0.9759954224729338,0.6723836759128137,0.9028341085383981,0.8457508712931793,0.37799404132888914,1
0.09221700887172424,0.6534109025235362,0.5578407623884509,0.3615647630625781,0.22505450483983191,0
0.4065199163762486,0.46894024869916906,0.26923557825106126,0.2917927742254326,0.45768639932297794,1
0.8605339129469265,0.5862529044678214,0.2834878624322098,0.2779775066236013,0.4546220755219468,1
0.20541034460498753,0.20137871104307314,0.5140350598174419,0.08722936878080467,0.4835855323515865,1
0.3621762123878334,0.7076866218156711,0.7467462231020046,0.6910929218557643,0.6891804137549141,0
0.3736001241489283,0.6681348047352675,0.3398486639568179,0.572793869868875,0.3258071580648745,0
0.44514504926353204,0.061528930829939266,0.24267542218433813,0.9716026061735676,0.23058420435507399,1
0.6914775109473302,0.6504768582137396,0.7239391394374821,0.4750886106344313,0.5966637746018628,1
0.06696942393282634,0.07256213782223342,0.19897602629707833,0.15186099700854105,0.10010434458144468,1
0.12929386460885417,0.5532777318076535,0.18781482492387824,0.9521012430312082,0.6816117788074266,1
0.5410196733597712,0.7071806008078977,0.2638866709525134,0.9267256842537278,0.8391930577999707,0
0.7263194984280372,0.48023995608541004,0.8421031858766468,0.7447523234243593,0.6603259063996125,1
0.9139752670059378,0.6336655637875748,0.3659405848526094,0.5528445731504456,0.19638057670013687,1
0.19207229639360313,0.7256696239328209,0.7849367034311311,0.9720983636837658,0.8509714170415017,0
0.5435943265958227,0.08979086952306481,0.4888732446161128,0.9279363475621256,0.7876181995034763,0
0.48509422605408814,0.4552793614808863,0.21798576840935358,0.17721338080182358,0.07362366921935759,1
0.8923931875870925,0.6401766168990589,0.14333231747132136,0.4141269197162073,0.04910892439787362,1
0.20937334952236364,0.7307081241290383,0.6511227704415994,0.4789782973769777,0.27478050549563926,1
0.6522231250661847,0.9564495113173804,0.4355205561751928,0.07013250508767022,0.05773148782296755,0
0.08287101879755743,0.9597071872532211,0.5407608361864938,0.8374624326697224,0.17003354423713468,0
0.26034507272891516,0.6919775118728427,0.8955703281419836,0.34068848446015954,0.06467319799028326,0
0.8641196694106438,0.290872445829476,0.7410824063995626,0.158033654701494,0.6949634351408759,0
0.8414196190311481,0.7271520787467093,0.3591075248634914,0.7266897514901979,0.13946712418246032,0
0.31381911523322203,0.41958275668294454,0.8772120389443171,0.153740208571143,0.8801247902493156,0
0.7989643192208039,0.9716242970779807,0.3677029833034604,0.2049397689077791,0.24057032033459902,0
0.8278628014214209,0.9652281485939154,0.6988099983804235,0.4824970417738299,0.28704976468113286,1
0.8336878843431597,0.8721795083994259,0.0921315918005916,0.21594947101977668,0.8317610904578665,0
0.848303897079496,0.3146529987639973,0.2792945968468563,0.43081502201846,0.5394465002646668,1
0.09556681500661357,0.8369121387136151,0.534734870351321,0.7749678150409236,0.23083626557632686,1
0.9652933511063657,0.7510273073183793,0.34309386439196143,0.9485276469599547,0.7005117789662728,0
0.840561085486237,0.045497305855868864,0.05564154105168817,0.7427372735496288,0.30468643294839204,1
0.5167843658432453,0.15626242367127352,0.9779524096569847,0.5027510476744195,0.8290010784747254,0
0.0740377962799964,0.47891545221783816,0.06227948040577591,0.8842414310877372,0.4458101787129588,1
0.06854991826183676,0.07649628231595706,0.53879265800317,0.07556640450523078,0.18377231801244276,1
0.436357084166514,0.49778283101845744,0.5833119152417574,0.6205126814049073,0.37281149964266846,1
0.6187365829805799,0.15724465838513624,0.2755084754336936,0.7987182705963105,0.15308930072651616,1
0.22332297288573677,0.24297817969395508,0.4795073048230669,0.000745522041897928,0.030311360522466524,1
0.4615481516478055,0.16252068486651927,0.6795018037732852,0.7952045871766384,0.5781633587377102,1
0.6947649771732057,0.39095801573387867,0.04629620299294834,0.43942153262964934,0.3719803122094397,0
