measure_id,oid,measure_name,value,value_label,measure_date,device_name,event_id,event_variable,event_operator,event_reference_value
194012828,0,networkAvailability,1.0,1,2024-07-03 00:00:39,S.Angelo - M2O - Elenos,94287,local,not equal,1.0
194012829,1.3.6.1.4.1.31946.4.2.6.10.60.0,generalStatus.0,4.0,4,2024-07-03 00:00:39,S.Angelo - M2O - Elenos,94287,local,not equal,1.0
194012830,1.3.6.1.4.1.31946.4.2.6.10.5.0,plus5v.0,5.07,5.07,2024-07-03 00:00:39,S.Angelo - M2O - Elenos,94287,local,not equal,1.0
194012831,1.3.6.1.4.1.31946.4.2.6.10.6.0,plus12v.0,11.17,11.17,2024-07-03 00:00:39,S.Angelo - M2O - Elenos,94287,local,not equal,1.0
194012832,1.3.6.1.4.1.31946.4.2.6.10.7.0,minus12.0,12.19,12.19,2024-07-03 00:00:39,S.Angelo - M2O - Elenos,94287,local,not equal,1.0
194012833,1.3.6.1.4.1.31946.4.2.6.10.9.0,psuVoltage.0,43.9,43.9,2024-07-03 00:00:39,S.Angelo - M2O - Elenos,94287,local,not equal,1.0
194012834,1.3.6.1.4.1.31946.4.2.6.10.10.0,psuCurrent.0,53.0,53.0,2024-07-03 00:00:39,S.Angelo - M2O - Elenos,94287,local,not equal,1.0
194012835,1.3.6.1.4.1.31946.4.2.6.10.13.0,standbyStatus.0,1.0,1,2024-07-03 00:00:39,S.Angelo - M2O - Elenos,94287,local,not equal,1.0
194012836,1.3.6.1.4.1.31946.4.2.6.10.14.0,txFrequency.0,92.6,92.6,2024-07-03 00:00:39,S.Angelo - M2O - Elenos,94287,local,not equal,1.0
194013067,0,networkAvailability,1.0,1,2024-07-03 00:00:46,S.Angelo - M2O - Elenos,94287,local,not equal,1.0
194013157,0,networkAvailability,1.0,1,2024-07-03 00:00:50,S.Angelo - M2O - Elenos,94287,local,not equal,1.0
194013201,0,networkAvailability,1.0,1,2024-07-03 00:00:52,S.Angelo - M2O - Elenos,94287,local,not equal,1.0
194013202,1.3.6.1.4.1.31946.4.2.6.1.0,alarmResetCommand.0,1.0,1,2024-07-03 00:00:52,S.Angelo - M2O - Elenos,94287,local,not equal,1.0
194013203,1.3.6.1.4.1.31946.4.2.6.4.0,maxTargetPower.0,2200.0,2200,2024-07-03 00:00:52,S.Angelo - M2O - Elenos,94287,local,not equal,1.0
194013204,1.3.6.1.4.1.31946.4.2.6.10.49.0,maxTemperature.0,44.8,44.8,2024-07-03 00:00:52,S.Angelo - M2O - Elenos,94287,local,not equal,1.0
194013205,1.3.6.1.4.1.31946.4.2.6.10.4.0,local.0,1.0,1,2024-07-03 00:00:52,S.Angelo - M2O - Elenos,94287,local,not equal,1.0
194013206,1.3.6.1.4.1.31946.4.2.6.10.45.0,environmentalTemp.0,25.7,25.7,2024-07-03 00:00:52,S.Angelo - M2O - Elenos,94287,local,not equal,1.0
