measure_id,oid,measure_name,value,value_label,measure_date,device_name,event_id,event_variable,event_operator,event_reference_value
202214255,0,networkAvailability,1.0,1,2024-07-08 00:02:16,Camposauro - Deejay - Elenos,94938,local,not equal,1.0
202214256,1.3.6.1.4.1.31946.4.2.6.10.60.0,generalStatus.0,4.0,4,2024-07-08 00:02:16,Camposauro - Deejay - Elenos,94938,local,not equal,1.0
202214257,1.3.6.1.4.1.31946.4.2.6.10.5.0,plus5v.0,4.96,4.96,2024-07-08 00:02:16,Camposauro - Deejay - Elenos,94938,local,not equal,1.0
202214258,1.3.6.1.4.1.31946.4.2.6.10.6.0,plus12v.0,12.97,12.97,2024-07-08 00:02:16,Camposauro - Deejay - Elenos,94938,local,not equal,1.0
202214259,1.3.6.1.4.1.31946.4.2.6.10.7.0,minus12.0,12.27,12.27,2024-07-08 00:02:16,Camposauro - Deejay - Elenos,94938,local,not equal,1.0
202214260,1.3.6.1.4.1.31946.4.2.6.10.9.0,psuVoltage.0,29.8,29.8,2024-07-08 00:02:16,Camposauro - Deejay - Elenos,94938,local,not equal,1.0
202214261,1.3.6.1.4.1.31946.4.2.6.10.10.0,psuCurrent.0,39.3,39.3,2024-07-08 00:02:16,Camposauro - Deejay - Elenos,94938,local,not equal,1.0
202214262,1.3.6.1.4.1.31946.4.2.6.10.13.0,standbyStatus.0,1.0,1,2024-07-08 00:02:16,Camposauro - Deejay - Elenos,94938,local,not equal,1.0
202214263,1.3.6.1.4.1.31946.4.2.6.10.14.0,txFrequency.0,88.1,88.1,2024-07-08 00:02:16,Camposauro - Deejay - Elenos,94938,local,not equal,1.0
202214501,0,networkAvailability,1.0,1,2024-07-08 00:02:24,Camposauro - Deejay - Elenos,94938,local,not equal,1.0
202214893,0,networkAvailability,1.0,1,2024-07-08 00:02:42,Camposauro - Deejay - Elenos,94938,local,not equal,1.0
202215211,0,networkAvailability,1.0,1,2024-07-08 00:03:03,Camposauro - Deejay - Elenos,94938,local,not equal,1.0
202215212,1.3.6.1.4.1.31946.4.2.6.1.0,alarmResetCommand.0,1.0,1,2024-07-08 00:03:03,Camposauro - Deejay - Elenos,94938,local,not equal,1.0
202215213,1.3.6.1.4.1.31946.4.2.6.4.0,maxTargetPower.0,3600.0,3600,2024-07-08 00:03:03,Camposauro - Deejay - Elenos,94938,local,not equal,1.0
202215214,1.3.6.1.4.1.31946.4.2.6.10.49.0,maxTemperature.0,40.1,40.1,2024-07-08 00:03:03,Camposauro - Deejay - Elenos,94938,local,not equal,1.0
202215215,1.3.6.1.4.1.31946.4.2.6.10.4.0,local.0,1.0,1,2024-07-08 00:03:03,Camposauro - Deejay - Elenos,94938,local,not equal,1.0
202215216,1.3.6.1.4.1.31946.4.2.6.10.45.0,environmentalTemp.0,24.5,24.5,2024-07-08 00:03:03,Camposauro - Deejay - Elenos,94938,local,not equal,1.0
202215217,1.3.6.1.4.1.31946.4.2.6.10.15.0,txMpxPeak.0,85.0,85.0,2024-07-08 00:03:03,Camposauro - Deejay - Elenos,94938,local,not equal,1.0
202215218,1.3.6.1.4.1.31946.4.2.6.10.8.0,rfEfficiency.0,66.3,66.3,2024-07-08 00:03:03,Camposauro - Deejay - Elenos,94938,local,not equal,1.0
202215219,1.3.6.1.4.1.31946.4.2.6.10.2.0,reflectedPower.0,0.0,0,2024-07-08 00:03:03,Camposauro - Deejay - Elenos,94938,local,not equal,1.0
202215220,1.3.6.1.4.1.31946.4.2.6.10.12.0,onAirStatus.0,2.0,on_air (2),2024-07-08 00:03:03,Camposauro - Deejay - Elenos,94938,local,not equal,1.0
202215221,1.3.6.1.4.1.31946.4.2.6.10.1.0,forwardPower.0,770.0,770.0,2024-07-08 00:03:03,Camposauro - Deejay - Elenos,94938,local,not equal,1.0
202221407,0,networkAvailability,1.0,1,2024-07-08 00:08:41,Camposauro - Deejay - Elenos,94938,local,not equal,1.0
202221408,1.3.6.1.4.1.31946.4.2.6.10.60.0,generalStatus.0,4.0,4,2024-07-08 00:08:41,Camposauro - Deejay - Elenos,94938,local,not equal,1.0
202221409,1.3.6.1.4.1.31946.4.2.6.10.5.0,plus5v.0,4.96,4.96,2024-07-08 00:08:41,Camposauro - Deejay - Elenos,94938,local,not equal,1.0
202221410,1.3.6.1.4.1.31946.4.2.6.10.6.0,plus12v.0,12.97,12.97,2024-07-08 00:08:41,Camposauro - Deejay - Elenos,94938,local,not equal,1.0
202221411,1.3.6.1.4.1.31946.4.2.6.10.7.0,minus12.0,12.27,12.27,2024-07-08 00:08:41,Camposauro - Deejay - Elenos,94938,local,not equal,1.0
202221412,1.3.6.1.4.1.31946.4.2.6.10.9.0,psuVoltage.0,29.8,29.8,2024-07-08 00:08:41,Camposauro - Deejay - Elenos,94938,local,not equal,1.0
202221413,1.3.6.1.4.1.31946.4.2.6.10.10.0,psuCurrent.0,38.7,38.7,2024-07-08 00:08:41,Camposauro - Deejay - Elenos,94938,local,not equal,1.0
202221414,1.3.6.1.4.1.31946.4.2.6.10.13.0,standbyStatus.0,1.0,1,2024-07-08 00:08:41,Camposauro - Deejay - Elenos,94938,local,not equal,1.0
202221415,1.3.6.1.4.1.31946.4.2.6.10.14.0,txFrequency.0,88.1,88.1,2024-07-08 00:08:41,Camposauro - Deejay - Elenos,94938,local,not equal,1.0
202221649,0,networkAvailability,1.0,1,2024-07-08 00:08:59,Camposauro - Deejay - Elenos,94938,local,not equal,1.0
202221925,0,networkAvailability,1.0,1,2024-07-08 00:09:16,Camposauro - Deejay - Elenos,94938,local,not equal,1.0
202222027,0,networkAvailability,1.0,1,2024-07-08 00:09:26,Camposauro - Deejay - Elenos,94938,local,not equal,1.0
202222028,1.3.6.1.4.1.31946.4.2.6.1.0,alarmResetCommand.0,1.0,1,2024-07-08 00:09:26,Camposauro - Deejay - Elenos,94938,local,not equal,1.0
202222029,1.3.6.1.4.1.31946.4.2.6.4.0,maxTargetPower.0,3600.0,3600,2024-07-08 00:09:26,Camposauro - Deejay - Elenos,94938,local,not equal,1.0
202222030,1.3.6.1.4.1.31946.4.2.6.10.49.0,maxTemperature.0,40.1,40.1,2024-07-08 00:09:26,Camposauro - Deejay - Elenos,94938,local,not equal,1.0
202222031,1.3.6.1.4.1.31946.4.2.6.10.4.0,local.0,1.0,1,2024-07-08 00:09:26,Camposauro - Deejay - Elenos,94938,local,not equal,1.0
