measure_id,oid,measure_name,value,value_label,measure_date,device_name,event_id,event_variable,event_operator,event_reference_value
225986688,0,networkAvailability,1.0,1,2024-07-23 00:06:22,Collebellara - Deejay - Elenos,97936,environmentalTemp,higher,40.0
225986689,1.3.6.1.4.1.31946.4.2.6.10.60.0,generalStatus.0,4.0,4,2024-07-23 00:06:22,Collebellara - Deejay - Elenos,97936,environmentalTemp,higher,40.0
225986690,1.3.6.1.4.1.31946.4.2.6.10.5.0,plus5v.0,4.96,4.96,2024-07-23 00:06:22,Collebellara - Deejay - Elenos,97936,environmentalTemp,higher,40.0
225986691,1.3.6.1.4.1.31946.4.2.6.10.6.0,plus12v.0,13.0,13.0,2024-07-23 00:06:22,Collebellara - Deejay - Elenos,97936,environmentalTemp,higher,40.0
225986692,1.3.6.1.4.1.31946.4.2.6.10.7.0,minus12.0,12.29,12.29,2024-07-23 00:06:22,Collebellara - Deejay - Elenos,97936,environmentalTemp,higher,40.0
225986693,1.3.6.1.4.1.31946.4.2.6.10.9.0,psuVoltage.0,29.9,29.9,2024-07-23 00:06:22,Collebellara - Deejay - Elenos,97936,environmentalTemp,higher,40.0
225986694,1.3.6.1.4.1.31946.4.2.6.10.10.0,psuCurrent.0,48.6,48.6,2024-07-23 00:06:22,Collebellara - Deejay - Elenos,97936,environmentalTemp,higher,40.0
225986695,1.3.6.1.4.1.31946.4.2.6.10.13.0,standbyStatus.0,1.0,1,2024-07-23 00:06:22,Collebellara - Deejay - Elenos,97936,environmentalTemp,higher,40.0
225986696,1.3.6.1.4.1.31946.4.2.6.10.14.0,txFrequency.0,95.9,95.9,2024-07-23 00:06:22,Collebellara - Deejay - Elenos,97936,environmentalTemp,higher,40.0
225987050,0,networkAvailability,1.0,1,2024-07-23 00:06:31,Collebellara - Deejay - Elenos,97936,environmentalTemp,higher,40.0
225987382,0,networkAvailability,1.0,1,2024-07-23 00:06:41,Collebellara - Deejay - Elenos,97936,environmentalTemp,higher,40.0
225987616,0,networkAvailability,1.0,1,2024-07-23 00:06:50,Collebellara - Deejay - Elenos,97936,environmentalTemp,higher,40.0
225987617,1.3.6.1.4.1.31946.4.2.6.1.0,alarmResetCommand.0,1.0,1,2024-07-23 00:06:50,Collebellara - Deejay - Elenos,97936,environmentalTemp,higher,40.0
225987618,1.3.6.1.4.1.31946.4.2.6.4.0,maxTargetPower.0,3600.0,3600,2024-07-23 00:06:50,Collebellara - Deejay - Elenos,97936,environmentalTemp,higher,40.0
225987619,1.3.6.1.4.1.31946.4.2.6.10.49.0,maxTemperature.0,46.9,46.9,2024-07-23 00:06:50,Collebellara - Deejay - Elenos,97936,environmentalTemp,higher,40.0
225987620,1.3.6.1.4.1.31946.4.2.6.10.4.0,local.0,1.0,1,2024-07-23 00:06:50,Collebellara - Deejay - Elenos,97936,environmentalTemp,higher,40.0
225987621,1.3.6.1.4.1.31946.4.2.6.10.45.0,environmentalTemp.0,30.0,30.0,2024-07-23 00:06:50,Collebellara - Deejay - Elenos,97936,environmentalTemp,higher,40.0
225987622,1.3.6.1.4.1.31946.4.2.6.10.15.0,txMpxPeak.0,80.2,80.2,2024-07-23 00:06:50,Collebellara - Deejay - Elenos,97936,environmentalTemp,higher,40.0
225987623,1.3.6.1.4.1.31946.4.2.6.10.8.0,rfEfficiency.0,54.4,54.4,2024-07-23 00:06:50,Collebellara - Deejay - Elenos,97936,environmentalTemp,higher,40.0
225987624,1.3.6.1.4.1.31946.4.2.6.10.2.0,reflectedPower.0,0.0,0,2024-07-23 00:06:50,Collebellara - Deejay - Elenos,97936,environmentalTemp,higher,40.0
225987625,1.3.6.1.4.1.31946.4.2.6.10.12.0,onAirStatus.0,2.0,on_air (2),2024-07-23 00:06:50,Collebellara - Deejay - Elenos,97936,environmentalTemp,higher,40.0
225987626,1.3.6.1.4.1.31946.4.2.6.10.1.0,forwardPower.0,735.0,735.0,2024-07-23 00:06:50,Collebellara - Deejay - Elenos,97936,environmentalTemp,higher,40.0
225993857,0,networkAvailability,1.0,1,2024-07-23 00:13:20,Collebellara - Deejay - Elenos,97936,environmentalTemp,higher,40.0
225993858,1.3.6.1.4.1.31946.4.2.6.10.60.0,generalStatus.0,4.0,4,2024-07-23 00:13:20,Collebellara - Deejay - Elenos,97936,environmentalTemp,higher,40.0
225993859,1.3.6.1.4.1.31946.4.2.6.10.5.0,plus5v.0,4.95,4.95,2024-07-23 00:13:20,Collebellara - Deejay - Elenos,97936,environmentalTemp,higher,40.0
